,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
12,0.0179,257oomaawruFknt5wYCPDh,Band On The Run (Standard),https://api.spotify.com/v1/audio-analysis/4D40ZlFAWsvX7lua1Kablh,"4STHEaNw4mPZ2tzheohgXB,3sFhA6G1N0gG1pszb6kk1m","Paul McCartney,Wings",0.504,1,248360,0.739,0.08,9,0.0949,-7.265,1,56,,4D40ZlFAWsvX7lua1Kablh,Jet - Remastered 2010,0.0316,128.918,4,https://api.spotify.com/v1/tracks/4D40ZlFAWsvX7lua1Kablh,2,0.417
13,0.0173,2Tc7ILGF89w1PWOhzuZlqB,Duran Duran (Deluxe Edition),https://api.spotify.com/v1/audio-analysis/4EFkvOhgAmlHEfDfvfSoh5,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,0.725,1,212853,0.859,0.0137,7,0.048,-6.208,1,60,https://p.scdn.co/mp3-preview/eedad12c75be8a41f9f8cbf5393410d286ec676c?cid=6d24f4609a484836999313e6e4f33db8,4EFkvOhgAmlHEfDfvfSoh5,Girls On Film - 2010 Remastered Version,0.0636,131.697,4,https://api.spotify.com/v1/tracks/4EFkvOhgAmlHEfDfvfSoh5,1,0.53
14,0.0928,6vCT1BZLicHHNWc0McAWb2,First Under The Wire (2010 Remaster),https://api.spotify.com/v1/audio-analysis/3OZ40egQbNWeTe0BnR2QKa,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.466,1,237973,0.548,0.0,0,0.293,-8.321,1,61,,3OZ40egQbNWeTe0BnR2QKa,Lonesome Loser - Remastered,0.0252,109.965,4,https://api.spotify.com/v1/tracks/3OZ40egQbNWeTe0BnR2QKa,1,0.439
15,0.227,2KPhpTUihx9KRWRwBtpTeJ,Substance,https://api.spotify.com/v1/audio-analysis/5UPnBgnylUCjtAPtAH4tJY,432R46LaYsJZV2Gmc4jUV5,Joy Division,0.615,1,249479,0.386,0.523,6,0.116,-11.813,1,50,https://p.scdn.co/mp3-preview/12a9f32ff1535d2a5eb8ced9c74c7790ed5096ce?cid=6d24f4609a484836999313e6e4f33db8,5UPnBgnylUCjtAPtAH4tJY,Atmosphere - 2010 Remastered Version,0.0315,120.032,4,https://api.spotify.com/v1/tracks/5UPnBgnylUCjtAPtAH4tJY,9,0.442
16,0.109,0BWOueFZKxQrQWNRt20Lvc,Straight Up (Remastered 2010 / Deluxe Edition),https://api.spotify.com/v1/audio-analysis/2XKW8CH8nRZH9cF2DNjBHN,4pJCawaKSZ40EnxN0YEYw3,Badfinger,0.397,1,191053,0.687,0.000739,5,0.112,-7.11,1,53,,2XKW8CH8nRZH9cF2DNjBHN,Day After Day - Remastered 2010,0.0311,101.822,4,https://api.spotify.com/v1/tracks/2XKW8CH8nRZH9cF2DNjBHN,9,0.385
17,0.707,3X7elwYMwXz3flSYNtSfHQ,Christmas With The Chipmunks (2010),https://api.spotify.com/v1/audio-analysis/02NKMA9cIkq6VuBNu9q9Wf,"1SCWcYnoEh1978ycTDhZoW,4NI5R1DbX27ODY5JTqnv2l","Alvin & The Chipmunks,David Seville",0.613,1,141467,0.37,2.98e-06,3,0.23,-11.548,1,57,,02NKMA9cIkq6VuBNu9q9Wf,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,0.0344,152.548,3,https://api.spotify.com/v1/tracks/02NKMA9cIkq6VuBNu9q9Wf,2,0.777
18,0.292,2GoiwFkRtErx0CHn6zaFJu,Mind Games,https://api.spotify.com/v1/audio-analysis/3QmUhaY5KZiOuaUH8H71LG,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.409,1,253267,0.833,0.158,4,0.161,-9.994,0,57,,3QmUhaY5KZiOuaUH8H71LG,Mind Games - Remastered 2010,0.0397,132.233,4,https://api.spotify.com/v1/tracks/3QmUhaY5KZiOuaUH8H71LG,1,0.428
19,0.105,6CIFONNOVR9frrraKZpiPi,Diamantina Cocktail (2010 Remaster),https://api.spotify.com/v1/audio-analysis/64RnIqEMPUPx3MTzPwcfKO,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.628,1,247507,0.555,0.0,6,0.0707,-8.718,1,57,,64RnIqEMPUPx3MTzPwcfKO,Help Is On Its Way - 2010 Digital Remaster,0.0287,106.104,4,https://api.spotify.com/v1/tracks/64RnIqEMPUPx3MTzPwcfKO,1,0.607
20,0.601,5iIWnMgvSM8uEBwXKsPcXM,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),https://api.spotify.com/v1/audio-analysis/2YJgM8lj4u5YEZRSHSfL60,2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,0.413,1,301720,0.693,0.0553,2,0.166,-5.936,1,55,,2YJgM8lj4u5YEZRSHSfL60,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,0.0351,133.137,4,https://api.spotify.com/v1/tracks/2YJgM8lj4u5YEZRSHSfL60,2,0.668
21,0.3,6uA2hir5o45vrILeqQVTbr,Magic Christian Music (Remastered 2010 / Deluxe Edition),https://api.spotify.com/v1/audio-analysis/54qG9hpUjLgkgTJQ9qvB1P,4pJCawaKSZ40EnxN0YEYw3,Badfinger,0.633,1,160907,0.417,3.06e-06,1,0.114,-9.11,0,50,,54qG9hpUjLgkgTJQ9qvB1P,Dear Angie - Remastered 2010,0.0265,81.976,4,https://api.spotify.com/v1/tracks/54qG9hpUjLgkgTJQ9qvB1P,3,0.506
22,0.538,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/4bN43jYf41eIjJZ3UXQpuA,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.684,1,112040,0.21,0.031,1,0.143,-18.204,0,52,,4bN43jYf41eIjJZ3UXQpuA,Hold On - Remastered 2010,0.0841,83.383,4,https://api.spotify.com/v1/tracks/4bN43jYf41eIjJZ3UXQpuA,2,0.681
23,0.299,0xzaemKucrJpYhyl7TltAk,Imagine,https://api.spotify.com/v1/audio-analysis/2pNwQBjJppt8v3sZojH1aj,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.587,1,260747,0.842,0.51,1,0.268,-10.463,1,53,,2pNwQBjJppt8v3sZojH1aj,Oh Yoko! - Remastered 2010,0.0302,85.297,4,https://api.spotify.com/v1/tracks/2pNwQBjJppt8v3sZojH1aj,10,0.794
24,0.0355,2KPhpTUihx9KRWRwBtpTeJ,Substance,https://api.spotify.com/v1/audio-analysis/5EclH1u6hKzOV3m1I3LAc3,432R46LaYsJZV2Gmc4jUV5,Joy Division,0.497,1,215148,0.808,0.437,7,0.0966,-8.088,1,47,https://p.scdn.co/mp3-preview/640d4d57f2f98d54ce2b55852289a2b7df6fc645?cid=6d24f4609a484836999313e6e4f33db8,5EclH1u6hKzOV3m1I3LAc3,Transmission - 2010 Remastered Version,0.0388,153.561,4,https://api.spotify.com/v1/tracks/5EclH1u6hKzOV3m1I3LAc3,5,0.683
25,0.0327,257oomaawruFknt5wYCPDh,Band On The Run (Standard),https://api.spotify.com/v1/audio-analysis/0mRQp2HsSqX1MZuMvonAPN,"4STHEaNw4mPZ2tzheohgXB,3sFhA6G1N0gG1pszb6kk1m","Paul McCartney,Wings",0.338,1,289813,0.407,0.00246,4,0.081,-8.506,1,54,,0mRQp2HsSqX1MZuMvonAPN,Let Me Roll It - Remastered 2010,0.0371,172.612,3,https://api.spotify.com/v1/tracks/0mRQp2HsSqX1MZuMvonAPN,5,0.519
26,0.493,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),https://api.spotify.com/v1/audio-analysis/4hq0S6wznq7SHDyMOFXL9i,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0.606,1,226333,0.903,0.58,11,0.431,-4.113,1,59,,4hq0S6wznq7SHDyMOFXL9i,Tumbling Dice,0.032,110.918,4,https://api.spotify.com/v1/tracks/4hq0S6wznq7SHDyMOFXL9i,5,0.818
27,0.319,6vCT1BZLicHHNWc0McAWb2,First Under The Wire (2010 Remaster),https://api.spotify.com/v1/audio-analysis/1RaUxP6LHVAgbmLOn2naLl,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.388,1,313320,0.368,2.02e-06,9,0.0992,-10.984,1,57,,1RaUxP6LHVAgbmLOn2naLl,Cool Change - Remastered,0.0289,128.527,4,https://api.spotify.com/v1/tracks/1RaUxP6LHVAgbmLOn2naLl,4,0.175
28,0.0744,3n1j9GslH8h0jIx7NRUIX4,Walls And Bridges,https://api.spotify.com/v1/audio-analysis/4ZVWvCUwsOnIGmJMj71RkG,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.406,1,286813,0.597,0.0133,0,0.254,-11.745,1,53,,4ZVWvCUwsOnIGmJMj71RkG,#9 Dream - Remastered 2010,0.0336,115.474,4,https://api.spotify.com/v1/tracks/4ZVWvCUwsOnIGmJMj71RkG,7,0.478
29,0.835,2jWCwSSFr7rEy4E3c5zLyT,Under The Jasmin Tree / Space,https://api.spotify.com/v1/audio-analysis/1ebk1XU3xNwXpmVtlDNo1G,7wBFjZMHsC6nfV0HOSd6uI,The Modern Jazz Quartet,0.553,1,350987,0.176,0.00238,1,0.104,-19.144,1,50,,1ebk1XU3xNwXpmVtlDNo1G,Dilemma - 2010 Remaster,0.0376,93.477,3,https://api.spotify.com/v1/tracks/1ebk1XU3xNwXpmVtlDNo1G,8,0.279
30,0.0495,5LA2RqF2gWtd1Zl4kCH9z9,The Gift (Deluxe Version),https://api.spotify.com/v1/audio-analysis/2HUNIj9v8qlJnpuslgcSIX,2N4isf5pypyuDVpBofqEN8,Midge Ure,0.535,2,343867,0.503,0.267,2,0.341,-8.595,0,53,https://p.scdn.co/mp3-preview/4698b55631877f9795475cbb8e105f80b778cbde?cid=6d24f4609a484836999313e6e4f33db8,2HUNIj9v8qlJnpuslgcSIX,The Man Who Sold the World - 2010 Remaster,0.0354,112.97,4,https://api.spotify.com/v1/tracks/2HUNIj9v8qlJnpuslgcSIX,5,0.333
31,0.231,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/7kipZd4tWx6Mu8kBgB2Z2r,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.64,1,252773,0.269,0.00276,4,0.116,-13.435,0,52,,7kipZd4tWx6Mu8kBgB2Z2r,God - Remastered 2010,0.0388,112.801,3,https://api.spotify.com/v1/tracks/7kipZd4tWx6Mu8kBgB2Z2r,10,0.178
32,0.107,0jBIq5EY9zRBZJuCE9iuM1,Seven And The Ragged Tiger (Deluxe Edition),https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,0.554,2,267427,0.888,0.0,0,0.291,-6.664,1,54,https://p.scdn.co/mp3-preview/b15ef92885a354a8e8854bb91214b4d882142df4?cid=6d24f4609a484836999313e6e4f33db8,4sz1Ng2Cgidfqqiy0pNL6R,The Reflex - Single Version;2010 Remastered Version,0.087,126.701,4,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,6,0.82
33,0.013,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/43Ud1IajwtBvw6ONj6aK2Q,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.532,1,336307,0.347,0.133,0,0.0578,-13.696,1,51,,43Ud1IajwtBvw6ONj6aK2Q,Mother - Remastered 2010,0.05,135.935,4,https://api.spotify.com/v1/tracks/43Ud1IajwtBvw6ONj6aK2Q,1,0.426
34,0.539,6CIFONNOVR9frrraKZpiPi,Diamantina Cocktail (2010 Remaster),https://api.spotify.com/v1/audio-analysis/5RSdy0T3soxtXZefrnPVWu,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.595,1,235000,0.503,0.0,2,0.113,-10.075,1,53,,5RSdy0T3soxtXZefrnPVWu,Home On Monday - 2010 Digital Remaster,0.0344,126.848,4,https://api.spotify.com/v1/tracks/5RSdy0T3soxtXZefrnPVWu,6,0.324
35,0.0285,6uA2hir5o45vrILeqQVTbr,Magic Christian Music (Remastered 2010 / Deluxe Edition),https://api.spotify.com/v1/audio-analysis/0wb21I1NV5uVUolRXIqlJF,4pJCawaKSZ40EnxN0YEYw3,Badfinger,0.616,1,143213,0.629,1.32e-06,8,0.208,-6.9,1,47,,0wb21I1NV5uVUolRXIqlJF,Come And Get It - Remastered 2010,0.0263,94.004,4,https://api.spotify.com/v1/tracks/0wb21I1NV5uVUolRXIqlJF,1,0.606
36,0.0102,257oomaawruFknt5wYCPDh,Band On The Run (Standard),https://api.spotify.com/v1/audio-analysis/5VErNsWF69eD0HiBt2vWcH,"4STHEaNw4mPZ2tzheohgXB,3sFhA6G1N0gG1pszb6kk1m","Paul McCartney,Wings",0.528,1,331853,0.655,0.723,0,0.377,-7.85,0,50,,5VErNsWF69eD0HiBt2vWcH,Nineteen Hundred And Eighty Five - Remastered 2010,0.0262,115.285,4,https://api.spotify.com/v1/tracks/5VErNsWF69eD0HiBt2vWcH,9,0.367
37,0.114,2k5XYJN31jQz577blA1Xod,No Dice (Remastered 2010 / Deluxe Edition),https://api.spotify.com/v1/audio-analysis/0JqDfzUZZi86BoZnx1MPQv,4pJCawaKSZ40EnxN0YEYw3,Badfinger,0.548,1,180053,0.406,5.63e-05,9,0.102,-8.946,1,45,,0JqDfzUZZi86BoZnx1MPQv,Believe Me - Remastered 2010,0.029,142.568,4,https://api.spotify.com/v1/tracks/0JqDfzUZZi86BoZnx1MPQv,11,0.386
38,0.909,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/3sRQJYlA7P4oIRUwy8Im9r,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.571,1,172253,0.0788,0.00921,2,0.0794,-15.284,1,47,,3sRQJYlA7P4oIRUwy8Im9r,Isolation - Remastered 2010,0.0393,115.724,4,https://api.spotify.com/v1/tracks/3sRQJYlA7P4oIRUwy8Im9r,5,0.254
39,0.526,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),https://api.spotify.com/v1/audio-analysis/1hJrWWK74fKL7eeV3CFOvF,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0.48,1,266560,0.737,2.6e-06,9,0.282,-5.276,1,54,,1hJrWWK74fKL7eeV3CFOvF,Sweet Virginia,0.0516,107.293,4,https://api.spotify.com/v1/tracks/1hJrWWK74fKL7eeV3CFOvF,6,0.595
40,0.153,73iVQndgikX2BpxklY2b5S,Live At Wembley Arena 2010,https://api.spotify.com/v1/audio-analysis/6trn2Smoif7ejl3SyEbBJu,5AEG63ajney2BoDXi0Vb84,Bad Company,0.452,1,406024,0.635,1.45e-06,7,0.754,-7.444,1,50,https://p.scdn.co/mp3-preview/ec5ee91e5e47c41c41e7465d5572137c680e600e?cid=6d24f4609a484836999313e6e4f33db8,6trn2Smoif7ejl3SyEbBJu,Feel Like Making Love,0.0321,81.825,4,https://api.spotify.com/v1/tracks/6trn2Smoif7ejl3SyEbBJu,10,0.311
41,0.709,4iyn5H88RVqMJcbuCygfkw,Best of the Year Medleys: 2007 - 2012,https://api.spotify.com/v1/audio-analysis/5J1iMCE9SnuOqwRwOpVxhp,7kwEvDE8e7EBGKh5bLczqQ,Anthem Lights,0.417,1,155342,0.443,0.0,5,0.217,-6.261,1,53,https://p.scdn.co/mp3-preview/16725670bacf76a82c00733318760c0f4b6403a1?cid=6d24f4609a484836999313e6e4f33db8,5J1iMCE9SnuOqwRwOpVxhp,Best of 2010: Baby / Break Even / Need You Now / Dynamite / Tik Tok / Airplanes,0.0328,119.903,4,https://api.spotify.com/v1/tracks/5J1iMCE9SnuOqwRwOpVxhp,4,0.47
42,0.728,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/1yKQBy7olMIqRpziyAzf8c,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.484,1,227933,0.165,1.19e-06,7,0.115,-18.568,1,54,,1yKQBy7olMIqRpziyAzf8c,Working Class Hero - Remastered 2010 / Lennon Legend Version,0.0498,159.162,3,https://api.spotify.com/v1/tracks/1yKQBy7olMIqRpziyAzf8c,4,0.193
43,0.985,0xzaemKucrJpYhyl7TltAk,Imagine,https://api.spotify.com/v1/audio-analysis/0gDyuX5rdHulQTUyrIdSR1,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.529,1,168107,0.104,0.291,9,0.109,-19.669,1,50,,0gDyuX5rdHulQTUyrIdSR1,Oh My Love - Remastered 2010,0.0392,135.235,4,https://api.spotify.com/v1/tracks/0gDyuX5rdHulQTUyrIdSR1,7,0.183
44,0.735,2dKN7gUX0bJlqwiX2Yf4XJ,5 Bites: Mini Album - EP (Remastered),https://api.spotify.com/v1/audio-analysis/0hE6D9D0pmRyevmzee6Odz,06kr5yNAM2rOf4DXemM8fl,Matt Monro,0.208,1,169253,0.219,0.0,0,0.106,-12.064,1,41,,0hE6D9D0pmRyevmzee6Odz,Born Free - Soundtrack Version; 2010 Remaster,0.0306,95.44,4,https://api.spotify.com/v1/tracks/0hE6D9D0pmRyevmzee6Odz,2,0.329
45,0.215,362Gq4moTnxkud6hQEKsm1,Sleeper Catcher (Remastered),https://api.spotify.com/v1/audio-analysis/6N1B2IQTGL7aI1601Z7qrK,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.616,1,274971,0.727,0.0,7,0.183,-8.423,1,44,,6N1B2IQTGL7aI1601Z7qrK,Red-Headed Wild Flower - 2010 Digital Remaster,0.0335,128.896,4,https://api.spotify.com/v1/tracks/6N1B2IQTGL7aI1601Z7qrK,3,0.804
46,0.297,362Gq4moTnxkud6hQEKsm1,Sleeper Catcher (Remastered),https://api.spotify.com/v1/audio-analysis/5NCixIIhmsaCWbmCmY3fol,6clbbhnIqpHnqxwtOWcilg,Little River Band,0.513,1,237587,0.454,0.0,2,0.124,-9.809,0,44,,5NCixIIhmsaCWbmCmY3fol,Fall From Paradise - 2010 Digital Remaster,0.033,61.058,4,https://api.spotify.com/v1/tracks/5NCixIIhmsaCWbmCmY3fol,5,0.246
47,0.0723,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),https://api.spotify.com/v1/audio-analysis/42o3gy9e8dzBHvQE991ad8,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0.492,1,271933,0.934,0.145,4,0.17,-4.304,1,53,,42o3gy9e8dzBHvQE991ad8,Rocks Off,0.0439,141.945,4,https://api.spotify.com/v1/tracks/42o3gy9e8dzBHvQE991ad8,1,0.885
48,0.887,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,https://api.spotify.com/v1/audio-analysis/0SEmf7XdvzCmmEjtpZKIKl,4x1nvY2FN8jxqAFA0DA02H,John Lennon,0.613,1,202147,0.0609,0.0197,2,0.0525,-21.297,1,47,,0SEmf7XdvzCmmEjtpZKIKl,Love - Remastered 2010,0.0391,80.988,4,https://api.spotify.com/v1/tracks/0SEmf7XdvzCmmEjtpZKIKl,7,0.156
49,0.593,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),https://api.spotify.com/v1/audio-analysis/1iii3DosaivkmvUDmhZhCP,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0.412,1,256827,0.837,0.000265,0,0.186,-5.028,1,54,,1iii3DosaivkmvUDmhZhCP,Shine A Light,0.0695,79.415,4,https://api.spotify.com/v1/tracks/1iii3DosaivkmvUDmhZhCP,17,0.597
50,0.356,2KPhpTUihx9KRWRwBtpTeJ,Substance,https://api.spotify.com/v1/audio-analysis/58vvxoXqQicDlUFJHfOuEs,432R46LaYsJZV2Gmc4jUV5,Joy Division,0.561,1,144662,0.7,2.96e-05,0,0.0723,-8.82,1,45,https://p.scdn.co/mp3-preview/f2e55a42d247120aadef84ca78bbc483228b9960?cid=6d24f4609a484836999313e6e4f33db8,58vvxoXqQicDlUFJHfOuEs,Warsaw - 2010 Remastered Version,0.0798,82.857,4,https://api.spotify.com/v1/tracks/58vvxoXqQicDlUFJHfOuEs,1,0.607
51,0.0325,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/4uHWKxOguUCwu05P0cfveU,5a2EaR3hamoenG9rDuVn8j,Prince,0.929,1,191120,0.593,2.11e-05,8,0.273,-5.925,1,48,https://p.scdn.co/mp3-preview/640a8d324ae006a856364f4e207ffb017479b2a3?cid=6d24f4609a484836999313e6e4f33db8,4uHWKxOguUCwu05P0cfveU,Black Sweat,0.279,108.862,4,https://api.spotify.com/v1/tracks/4uHWKxOguUCwu05P0cfveU,2,0.67
