,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
30,0.218,71s0hsH2Qwf99hbiOcT7RR,Serie 2000,https://api.spotify.com/v1/audio-analysis/2TdaIMnopPFjYqckoyEUAJ,"1fqHLAKthJsVYcukjFrroK,2LxuBen9oGUGMy3UamvOQV","El General,Anayka",0.862,1,260533,0.808,0.0,8,0.349,-7.598,0,57,https://p.scdn.co/mp3-preview/93366d57149349de905cd1c63ae2278cd54f48e7?cid=6d24f4609a484836999313e6e4f33db8,2TdaIMnopPFjYqckoyEUAJ,Rica y Apretadita,0.0565,115.288,4,https://api.spotify.com/v1/tracks/2TdaIMnopPFjYqckoyEUAJ,1,0.814
31,0.00762,5eJCacLF07CBGvE5QbS6C8,Platinum Hits 2000,https://api.spotify.com/v1/audio-analysis/5hchPe05atCRhAYTNJfxER,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,0.796,1,240933,0.539,0.0,9,0.266,-9.535,1,47,https://p.scdn.co/mp3-preview/9fedcc709edd1ddc97a193afc719c8490d5fe860?cid=6d24f4609a484836999313e6e4f33db8,5hchPe05atCRhAYTNJfxER,Doo Wop (That Thing) - Edit,0.0699,99.913,4,https://api.spotify.com/v1/tracks/5hchPe05atCRhAYTNJfxER,3,0.627
32,0.00586,211cmD9AlnfpVTEjhrokzl,N.W.A. And Their Family Reunion,https://api.spotify.com/v1/audio-analysis/0Qp37xG9JmIpYURi8xJl3E,4EnEZVjo3w1cwcQYePccay,N.W.A.,0.807,1,263093,0.794,0.0,8,0.207,-5.618,0,47,,0Qp37xG9JmIpYURi8xJl3E,Express Yourself - Remastered 2000,0.275,95.063,4,https://api.spotify.com/v1/tracks/0Qp37xG9JmIpYURi8xJl3E,6,0.966
33,0.194,46ZrZDsicnEu7EYIzVrvyo,G-Sides,https://api.spotify.com/v1/audio-analysis/4PUO9upMWZuAl5bxyQIoWN,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,0.672,1,209387,0.896,0.0,0,0.299,-3.986,1,38,https://p.scdn.co/mp3-preview/9ce4843457d4dc0876e1fc8c0c9a4c5926f12a01?cid=6d24f4609a484836999313e6e4f33db8,4PUO9upMWZuAl5bxyQIoWN,19-2000 - Soulchild Remix,0.0526,102.045,4,https://api.spotify.com/v1/tracks/4PUO9upMWZuAl5bxyQIoWN,1,0.895
34,0.551,0pVxC28TGjIk0SEqm7wUCD,Experience The Divine: Greatest Hits (2000),https://api.spotify.com/v1/audio-analysis/4ErUhFToT1yX52MeHqH8OY,13y0kncDD4J9wxCyfKr10W,Bette Midler,0.51,1,293853,0.458,0.0,10,0.0853,-7.566,1,56,https://p.scdn.co/mp3-preview/e202bdfd8169b84f0877e20c6d33be494130ecaf?cid=6d24f4609a484836999313e6e4f33db8,4ErUhFToT1yX52MeHqH8OY,Wind Beneath My Wings,0.0289,123.694,4,https://api.spotify.com/v1/tracks/4ErUhFToT1yX52MeHqH8OY,13,0.177
35,0.418,3cADvHRdKniF9ELCn1zbGH,Mama's Gun,https://api.spotify.com/v1/audio-analysis/7EjYsbL3cJ2CPzpOISs1jg,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,0.475,1,291040,0.334,0.0325,2,0.121,-12.409,1,41,,7EjYsbL3cJ2CPzpOISs1jg,A.D. 2000,0.0372,136.382,4,https://api.spotify.com/v1/tracks/7EjYsbL3cJ2CPzpOISs1jg,9,0.268
36,0.71,4VEpFmuBpIMHBtynE2wcVl,Classic Sinatra - His Great Performances 1953-1960,https://api.spotify.com/v1/audio-analysis/6fiFNYu2041YiEqSijti88,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,0.504,1,173067,0.247,0.0,0,0.157,-13.02,1,43,,6fiFNYu2041YiEqSijti88,Witchcraft - Remastered 2000,0.0342,116.124,4,https://api.spotify.com/v1/tracks/6fiFNYu2041YiEqSijti88,13,0.434
37,0.0509,1kVipwgtVNAaHM7Py341Ch,The Age Of Aquarius,https://api.spotify.com/v1/audio-analysis/2r5seNRSheLITyH4cevy2O,1UUYAQ9LiRsZF0ZukQNWXM,The 5th Dimension,0.454,1,87800,0.782,0.00133,11,0.154,-6.297,0,49,https://p.scdn.co/mp3-preview/b2ff6dcbe46743d2f8df5d6571a91a93eb37472f?cid=6d24f4609a484836999313e6e4f33db8,2r5seNRSheLITyH4cevy2O,Let The Sunshine In (Reprise) - Remastered 2000,0.0444,118.441,4,https://api.spotify.com/v1/tracks/2r5seNRSheLITyH4cevy2O,12,0.647
38,0.0367,5qfuMlbXxz7YsJUkStyNmH,Cahoots (Expanded Edition),https://api.spotify.com/v1/audio-analysis/4ZFNuJ9eD41EuqITQBYPWG,4vpDg7Y7fU982Ds30zawDA,The Band,0.495,1,261267,0.714,0.0,10,0.463,-8.27,1,41,,4ZFNuJ9eD41EuqITQBYPWG,When I Paint My Masterpiece - Remastered 2000,0.0341,132.434,4,https://api.spotify.com/v1/tracks/4ZFNuJ9eD41EuqITQBYPWG,2,0.532
39,0.973,2flEhKG16EqOhl5IjjHiIH,"Lugia's Song (From ""Pokémon 2000"")",https://api.spotify.com/v1/audio-analysis/6BRUJVnmtsg3gwyzW7b6OP,"6i5jeqNyrzyfDwIiAfNdyF,30ur9OW63O3mffcjm0UpIF","Moisés Nieto,Dan DeSimone",0.292,1,159915,0.214,0.955,4,0.13,-13.788,0,45,https://p.scdn.co/mp3-preview/4908bb6b591b632ed469ee3bce9c18a7479ebb7e?cid=6d24f4609a484836999313e6e4f33db8,6BRUJVnmtsg3gwyzW7b6OP,"Lugia's Song (From ""Pokémon 2000"")",0.0409,60.715,4,https://api.spotify.com/v1/tracks/6BRUJVnmtsg3gwyzW7b6OP,1,0.356
40,0.12,4iVk5IZGKg6j3NtJBd99VP,KILL YOURSELF Part VI: The Tsunami Saga,https://api.spotify.com/v1/audio-analysis/6alVilJl7H7bgPrIWIsVnV,1VPmR4DJC1PlOtd0IADAO0,$uicideBoy$,0.714,1,186253,0.517,0.0,5,0.331,-4.541,1,40,,6alVilJl7H7bgPrIWIsVnV,Gold ('99-2000),0.12,135.972,4,https://api.spotify.com/v1/tracks/6alVilJl7H7bgPrIWIsVnV,3,0.215
41,0.03,632t0m8ejm3Geu5rW1CELD,Carl & The Passions - So Tough (Remastered),https://api.spotify.com/v1/audio-analysis/0nYy99TKeqt8T2LdSWzFHN,3oDbviiivRWhXwIE8hxkVV,The Beach Boys,0.555,1,312800,0.686,0.538,4,0.0751,-10.482,0,42,,0nYy99TKeqt8T2LdSWzFHN,Here She Comes - Remastered 2000,0.0315,151.998,4,https://api.spotify.com/v1/tracks/0nYy99TKeqt8T2LdSWzFHN,2,0.642
42,0.35,4TdiCmBKujkiyMeJ1guJJa,Out Of Business (Deluxe Edition),https://api.spotify.com/v1/audio-analysis/3WXNzlFDSfjEmNFUOSccf7,"3zpKjsMg2gw1St5WcWoUJN,7xTKLpo7UCzXSnlH7fOIoM,4VmEWwd8y9MCLwexFMdpwt,0oXoYDEPhGhN14JD4JRL5L","EPMD,Redman,Method Man,Lady Luck",0.727,1,243093,0.792,0.0,1,0.215,-6.072,1,46,,3WXNzlFDSfjEmNFUOSccf7,Symphony 2000,0.462,95.001,4,https://api.spotify.com/v1/tracks/3WXNzlFDSfjEmNFUOSccf7,13,0.826
43,0.577,6RPhFg7S2ABWzI9v5m2rXd,Kizomba 2000,https://api.spotify.com/v1/audio-analysis/0aogcqozf5y4KKmJppeAT6,7u4ntKL6KHDN0vwNVPtenr,Paul Matom,0.574,1,240094,0.726,0.0173,6,0.113,-14.205,1,40,https://p.scdn.co/mp3-preview/823f158e6c4e09d0de65659d58dd358cf0edd630?cid=6d24f4609a484836999313e6e4f33db8,0aogcqozf5y4KKmJppeAT6,Minha vida,0.0896,119.943,4,https://api.spotify.com/v1/tracks/0aogcqozf5y4KKmJppeAT6,2,0.932
44,0.315,7Mhkz7JVAi6Uw7Gbfmmqxo,Norteno 2000,https://api.spotify.com/v1/audio-analysis/0b8ARFxbIDJZ5S6KwPH9qz,2wmwGWrqRizLaSEYrm5dzZ,Los Huracanes del Norte,0.85,1,163082,0.762,0.00011,5,0.289,-5.48,1,44,https://p.scdn.co/mp3-preview/368622cb339c645418c2c5f6ea5effd693415232?cid=6d24f4609a484836999313e6e4f33db8,0b8ARFxbIDJZ5S6KwPH9qz,Veinte Mujeres De Negro,0.0598,107.846,1,https://api.spotify.com/v1/tracks/0b8ARFxbIDJZ5S6KwPH9qz,10,0.87
45,0.088,4dqiQqmKsYhgmrocMXhogw,2000 Grandes Exitos,https://api.spotify.com/v1/audio-analysis/5Qjx4obghhfhsh6DiUwpNM,4e3lv5qRgFpdILdEOHchbn,Chocolate,0.851,1,231080,0.843,0.0,10,0.0665,-5.204,1,59,https://p.scdn.co/mp3-preview/c6e92b5b47c848a24e7c75089cd746ef252916ce?cid=6d24f4609a484836999313e6e4f33db8,5Qjx4obghhfhsh6DiUwpNM,Mayonesa,0.0475,97.047,4,https://api.spotify.com/v1/tracks/5Qjx4obghhfhsh6DiUwpNM,1,0.888
46,0.152,5tQjJRsqTVaK9NZ7Rh02en,Live at the Grand Olympic Auditorium,https://api.spotify.com/v1/audio-analysis/4DtsoRZolplZgyIEa5UY4f,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,0.32,1,303760,0.978,3.97e-06,7,0.785,-2.278,1,49,https://p.scdn.co/mp3-preview/b496b1ce0afc59ef187c25f8e12c35587167482f?cid=6d24f4609a484836999313e6e4f33db8,4DtsoRZolplZgyIEa5UY4f,"Killing in the Name - Live at the Grand Olympic Auditorium, Los Angeles, CA - September 2000",0.161,92.547,4,https://api.spotify.com/v1/tracks/4DtsoRZolplZgyIEa5UY4f,4,0.556
47,0.0509,0CfouXWRuBACnHhG0YLhww,Harder Than The Rest,https://api.spotify.com/v1/audio-analysis/5NWfIAnmWkLFGoYjBU5lVm,4DbtUTi2WsBNdruAZL2pNz,Culture,0.767,1,243533,0.575,5.44e-05,10,0.0342,-8.32,1,42,,5NWfIAnmWkLFGoYjBU5lVm,Love Shine Bright - 2000 Digital Remaster,0.0436,130.544,4,https://api.spotify.com/v1/tracks/5NWfIAnmWkLFGoYjBU5lVm,9,0.866
